name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
Upsouth,Yes,No,3.8,51,Banaswadi,Food Court,"Filter Coffee, Bonda, Vada, Aloo Curry, Masala Dosa",South Indian,300.0,Dine-out,Frazer Town
The Wok Shop,Yes,No,3.4,7,Ulsoor,Quick Bites,Biryani,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",500.0,Dine-out,Frazer Town
Cafe Nibras,No,No,3.4,10,Banaswadi,Cafe,Biryani,"Cafe, Continental",400.0,Dine-out,Frazer Town
Chels Cafe,Yes,No,3.5,20,Cunningham Road,Cafe,Biryani,"Cafe, Burger",500.0,Dine-out,Frazer Town
Fish Factory-Citrus Hotel,No,Yes,3.9,39,Cunningham Road,Fine Dining,Biryani,Seafood,2600.0,Dine-out,Frazer Town
Sanman Veg,No,No,3.5,13,Cunningham Road,Quick Bites,Biryani,"South Indian, North Indian, Chinese",250.0,Dine-out,Frazer Town
Shawarma Time,Yes,No,3.7,80,Ulsoor,Quick Bites,Biryani,Arabian,300.0,Dine-out,Frazer Town
California Burrito,No,No,4.0,53,Cunningham Road,Quick Bites,"Nachos, California Burrito, Rice Bowl, Salads","Mexican, Fast Food",400.0,Dine-out,Frazer Town
Ramji Chaiwale,Yes,No,3.7,43,Ulsoor,Quick Bites,Biryani,"Beverages, Fast Food",250.0,Dine-out,Frazer Town
24 Carats - The Capitol,No,No,3.1,46,Cunningham Road,Casual Dining,Biryani,"Asian, Continental",1000.0,Dine-out,Frazer Town
BanBay,No,No,4.0,44,Vasanth Nagar,Cafe,"Waffles, Burgers, Fish","Cafe, Modern Indian, Pizza, Burger, Desserts",1100.0,Dine-out,Frazer Town
Cafe Cerrise,Yes,No,3.8,96,Ulsoor,Cafe,"Bannoffee Pie, Pasta, Sandwiches, Salsa, Sandwich, Salads, Pita Bread","Cafe, Continental, Salad",600.0,Dine-out,Frazer Town
Rolls On Wheels,No,No,3.7,61,Cunningham Road,Quick Bites,"Rolls, Momos, Paneer Roll, Veggie Roll","Fast Food, Rolls, Momos",200.0,Dine-out,Frazer Town
Cafe Monarch Luxur,No,No,3.8,23,Infantry Road,Casual Dining,Biryani,"North Indian, South Indian, Chinese, Fast Food",800.0,Dine-out,Frazer Town
The Sanctuary,No,No,3.9,61,Banaswadi,Cafe,"Coffee, Chicken Burger, Burgers, Brownie, Carrot Cake, Chocolate Cake, Cheesecake","Cafe, Fast Food",450.0,Dine-out,Frazer Town
Arya Bhavan Sweets,Yes,No,3.2,9,Vasanth Nagar,"Sweet Shop, Quick Bites",Biryani,"Mithai, Street Food, North Indian",300.0,Dine-out,Frazer Town
BISO - Citrus Hotels,No,Yes,3.9,158,Cunningham Road,Casual Dining,"Fish, Peas Pulao, Naan, Kulcha","North Indian, South Indian, Italian, Continental",1100.0,Dine-out,Frazer Town
Bazaar- Zone By The Park,No,Yes,3.8,52,Infantry Road,Casual Dining,Biryani,"Continental, South Indian, North Indian, Asian",1100.0,Dine-out,Frazer Town
Samrudh Veg,No,No,3.6,11,Cunningham Road,Quick Bites,Biryani,"South Indian, Chinese",200.0,Dine-out,Frazer Town
Chai Point,No,No,3.8,149,Cunningham Road,"Beverage Shop, Quick Bites","Banana Cake, Samosa, Poha, Maggi, Masala Chai, Sandwiches, Ginger Lemon Tea","Tea, Beverages, Fast Food",250.0,Dine-out,Frazer Town
Cafe Jezve,Yes,No,3.8,18,Koramangala 5th Block,Cafe,Biryani,Cafe,500.0,Dine-out,Frazer Town
North Se South Veg & Non-Veg Restaurants,Yes,No,3.6,17,Banaswadi,Quick Bites,Biryani,"South Indian, North Indian, Chinese",250.0,Dine-out,Frazer Town
Hotel Zam Zam,Yes,No,3.1,30,Hennur,Quick Bites,Biryani,"North Indian, Chinese",300.0,Dine-out,Frazer Town
Calcutta Chats,No,No,3.6,13,Vasanth Nagar,Quick Bites,Biryani,North Indian,200.0,Dine-out,Frazer Town
Bearys Restaurant,No,No,3.3,6,RT Nagar,Casual Dining,Biryani,"South Indian, North Indian",450.0,Dine-out,Frazer Town
Mummy Dhaba,Yes,No,3.2,46,Ulsoor,Quick Bites,Dal Makhani,North Indian,300.0,Dine-out,Frazer Town
Chaithanya Andhra Style Family Restaurant,No,No,3.2,4,Cunningham Road,Casual Dining,Biryani,"Andhra, North Indian, Chinese",600.0,Dine-out,Frazer Town
Unicorn Bar & Restaurant,No,No,3.9,119,Infantry Road,"Casual Dining, Bar","Sea Food, Neer Dosa, Crab Masala, Fish, Crab Soup, Masala Prawn, Wine","Seafood, North Indian, Chinese",800.0,Dine-out,Frazer Town
New Kadai,No,No,3.3,18,RT Nagar,Quick Bites,Biryani,"North Indian, Chinese",400.0,Dine-out,Frazer Town
Roll Junction,Yes,No,2.9,56,Cunningham Road,Quick Bites,Biryani,"Fast Food, Rolls",150.0,Dine-out,Frazer Town
Donne Biryani Hatti,Yes,No,3.6,27,Vasanth Nagar,Quick Bites,Biryani,Biryani,300.0,Dine-out,Frazer Town
Nostradamus Bar & Lounge,No,No,3.6,14,Cunningham Road,Bar,Biryani,"North Indian, South Indian, Chinese, Continental",1500.0,Dine-out,Frazer Town
Dasaprakash Cafe,No,No,3.1,10,MG Road,Cafe,Biryani,Cafe,400.0,Dine-out,Frazer Town
Little Paramount Restaurants,No,No,3.6,32,Vasanth Nagar,Quick Bites,Biryani,"Mughlai, North Indian",400.0,Dine-out,Frazer Town
WOW! Momo,Yes,No,2.8,40,Banaswadi,Food Court,"Veg Momos, Thukpa","Tibetan, Momos",400.0,Dine-out,Frazer Town
Food Corner,No,No,3.3,7,RT Nagar,Quick Bites,Biryani,"North Indian, Chinese, Fast Food",250.0,Dine-out,Frazer Town
Cafe Mingo?s,No,No,3.3,4,Cunningham Road,Quick Bites,Biryani,"Fast Food, Beverages",200.0,Dine-out,Frazer Town
Akshaya Sambrama Veg Restaurant,No,No,3.2,13,Vasanth Nagar,Quick Bites,Biryani,"South Indian, Chinese",200.0,Dine-out,Frazer Town
Meat And Eat,Yes,No,3.3,33,Banaswadi,Quick Bites,Biryani,"Fast Food, Burger",500.0,Dine-out,Frazer Town
Luqma Restaurant,Yes,No,3.5,18,RT Nagar,Quick Bites,Biryani,"North Indian, Chinese, Arabian, Rolls",550.0,Dine-out,Frazer Town
Tasty King,Yes,No,3.4,8,RT Nagar,Quick Bites,Biryani,"South Indian, North Indian, Chinese",400.0,Dine-out,Frazer Town
Just Bake,Yes,No,3.4,24,Cunningham Road,"Bakery, Quick Bites",Biryani,"Bakery, Desserts",400.0,Dine-out,Frazer Town
Lemon Rice,No,No,3.4,12,Ulsoor,Quick Bites,Biryani,South Indian,100.0,Dine-out,Frazer Town
Bhaiyaji Food Court,No,No,3.3,6,MG Road,Quick Bites,Biryani,"North Indian, Mithai",300.0,Dine-out,Frazer Town
Coastal Creek,No,No,3.3,13,Vasanth Nagar,Casual Dining,Biryani,"North Indian, Continental, South Indian",600.0,Dine-out,Frazer Town
Srinidhi Real Food,No,No,3.6,27,Vasanth Nagar,Quick Bites,Biryani,"South Indian, Chinese, Fast Food",200.0,Dine-out,Frazer Town
Kerala Foods,No,No,3.5,10,Vasanth Nagar,Quick Bites,Biryani,Kerala,250.0,Dine-out,Frazer Town
Udupas Veg Restaurant,No,No,3.2,11,Banaswadi,Quick Bites,Biryani,"South Indian, North Indian",300.0,Dine-out,Frazer Town
Sangam Kabab Corner,No,No,3.1,4,Ulsoor,Quick Bites,Biryani,"Fast Food, North Indian",300.0,Dine-out,Frazer Town
The Lassi Park,No,No,3.3,4,Nagawara,Quick Bites,Biryani,"Juices, Desserts",200.0,Dine-out,Frazer Town
Queens Food Corner,No,No,3.1,11,Cunningham Road,Quick Bites,Biryani,"Kerala, South Indian",200.0,Dine-out,Frazer Town
Ambur Hot Dum Biryani,No,No,3.1,6,Hennur,Quick Bites,Biryani,"Biryani, Kebab",250.0,Dine-out,Frazer Town
Sona Chicken Kabab,No,No,3.2,4,Ulsoor,Quick Bites,Biryani,North Indian,200.0,Dine-out,Frazer Town
Spicy Restaurant,No,No,3.0,25,Vasanth Nagar,Quick Bites,Biryani,"North Indian, Chinese",400.0,Dine-out,Frazer Town
Calcutta Chats,No,No,3.5,17,Vasanth Nagar,Quick Bites,Biryani,"Street Food, North Indian",200.0,Dine-out,Frazer Town
Goli Vada Pav NO.1,No,No,3.4,7,MG Road,Quick Bites,Biryani,Street Food,200.0,Dine-out,Frazer Town
Pai Vihar,Yes,No,2.8,56,Vasanth Nagar,Quick Bites,"Masala Dosa, Coffee","South Indian, Street Food, Chinese, Fast Food",400.0,Dine-out,Frazer Town
Sri Ayodhya Veg,No,No,3.6,24,Vasanth Nagar,Quick Bites,Biryani,"South Indian, North Indian, Chinese",300.0,Dine-out,Frazer Town
M9 - Citrus Hotels,No,No,3.1,10,Cunningham Road,Casual Dining,Biryani,"North Indian, Continental, Finger Food",800.0,Dine-out,Frazer Town
Sherlock's Pub,No,No,4.0,580,Frazer Town,"Pub, Casual Dining","Cocktails, Nachos, Jalapeno Cheeseballs, Draught Beer, Chicken Tikka, Masala Peanuts, Mai Thai","Continental, North Indian, Chinese",1500.0,Drinks & nightlife,Frazer Town
Gallops,No,No,3.6,31,Frazer Town,Lounge,Biryani,"Chinese, Continental, North Indian",1400.0,Drinks & nightlife,Frazer Town
MM Bar & Restaurant,No,No,3.4,6,Shivajinagar,Bar,Biryani,"South Indian, North Indian",700.0,Drinks & nightlife,Frazer Town
Hammered,Yes,Yes,4.7,4678,Cunningham Road,"Pub, Cafe","Crispy Corn, Sangria, Chicken Satay, Masala Fries, Wood Fire Pizza, Pesto Pasta, Cocktails","North Indian, Thai, Japanese, Continental, Cafe",1300.0,Drinks & nightlife,Frazer Town
1Q1,No,Yes,4.3,597,Infantry Road,"Casual Dining, Bar","Cocktails, Stir Fried Noodles, Cheesecake, Jasmine Rice, Kung Pao Vegetables, Veg Sushi, Salad","Asian, Japanese, Thai, Malaysian, Vietnamese, Korean, Chinese",2500.0,Drinks & nightlife,Frazer Town
Watson's,No,Yes,4.2,1428,Ulsoor,Pub,"Beer, Mocktails, Cocktails, Margherita Pizza, Supreme Pizza, Fish Chilli, Margarita","Finger Food, North Indian",1300.0,Drinks & nightlife,Frazer Town
Skylit - Citrus Hotels,No,Yes,4.0,324,Cunningham Road,Lounge,"Gulab Jamun, Sea Food, Bruschettas, Paneer Tikka, Gajar Halwa, Shahi Tukda, Biryani","North Indian, Mughlai, Mediterranean",1300.0,Drinks & nightlife,Frazer Town
WYT RestroPub,No,No,2.7,402,MG Road,Pub,"Tandoori Chicken, Onion Rings, Masala Peanuts, Draught Beer, Panneer Butter Masala, Cocktails","North Indian, Chinese",1000.0,Drinks & nightlife,Frazer Town
Slounge - Lemon Tree Premier,No,No,4.0,62,Ulsoor,Lounge,Pool Table,Finger Food,1500.0,Drinks & nightlife,Frazer Town
Knowhere,No,No,3.8,52,Banaswadi,Bar,Biryani,"Continental, Finger Food",1300.0,Drinks & nightlife,Frazer Town
Nostradamus Bar & Lounge,No,No,3.6,14,Cunningham Road,Bar,Biryani,"North Indian, South Indian, Chinese, Continental",1500.0,Drinks & nightlife,Frazer Town
Sherlock's Pub,No,No,4.0,580,Frazer Town,"Pub, Casual Dining","Cocktails, Nachos, Jalapeno Cheeseballs, Draught Beer, Chicken Tikka, Masala Peanuts, Mai Thai","Continental, North Indian, Chinese",1500.0,Pubs and bars,Frazer Town
Dolphin Bar,No,No,3.8,61,Frazer Town,"Casual Dining, Pub",Friendly Staff,"Chinese, Finger Food, North Indian, Seafood",1000.0,Pubs and bars,Frazer Town
Tiger Trail - Ramada Hotel,Yes,Yes,4.0,188,Shivajinagar,"Casual Dining, Bar","Biryani, Custard, Paratha, Poha, Breakfast Buffet, Thali, Dal Makhani","North Indian, Lucknowi",1300.0,Pubs and bars,Frazer Town
MM Bar & Restaurant,No,No,3.4,6,Shivajinagar,Bar,Biryani,"South Indian, North Indian",700.0,Pubs and bars,Frazer Town
Hammered,Yes,Yes,4.7,4678,Cunningham Road,"Pub, Cafe","Crispy Corn, Sangria, Chicken Satay, Masala Fries, Wood Fire Pizza, Pesto Pasta, Cocktails","North Indian, Thai, Japanese, Continental, Cafe",1300.0,Pubs and bars,Frazer Town
1Q1,No,Yes,4.3,597,Infantry Road,"Casual Dining, Bar","Cocktails, Stir Fried Noodles, Cheesecake, Jasmine Rice, Kung Pao Vegetables, Veg Sushi, Salad","Asian, Japanese, Thai, Malaysian, Vietnamese, Korean, Chinese",2500.0,Pubs and bars,Frazer Town
Watson's,No,Yes,4.2,1428,Ulsoor,Pub,"Beer, Mocktails, Cocktails, Margherita Pizza, Supreme Pizza, Fish Chilli, Margarita","Finger Food, North Indian",1300.0,Pubs and bars,Frazer Town
Carnival de Goa,Yes,Yes,4.2,982,Ulsoor,"Casual Dining, Bar","Sea Food, Spicy Crab Soup, Cocktails, Squid Fry, Prawn Curry, Lobster, Fish Curry","Goan, Mangalorean, Pizza",1000.0,Pubs and bars,Frazer Town
The Grill House,Yes,Yes,4.1,765,Ulsoor,"Casual Dining, Bar","Steak, Burgers, Cocktails, Beer, Buffalo Wings, Pasta, Chicken Stroganoff","American, Mexican, Italian, Steak",1200.0,Pubs and bars,Frazer Town
Ging - Royal Orchid Central,Yes,Yes,4.3,226,MG Road,"Bar, Casual Dining","Paneer Satay, Beer, Creme Brulee, Crispy Prawns",Asian,2000.0,Pubs and bars,Frazer Town
WYT RestroPub,No,No,2.7,402,MG Road,Pub,"Tandoori Chicken, Onion Rings, Masala Peanuts, Draught Beer, Panneer Butter Masala, Cocktails","North Indian, Chinese",1000.0,Pubs and bars,Frazer Town
Knowhere,No,No,3.8,52,Banaswadi,Bar,Biryani,"Continental, Finger Food",1300.0,Pubs and bars,Frazer Town
Nostradamus Bar & Lounge,No,No,3.6,14,Cunningham Road,Bar,Biryani,"North Indian, South Indian, Chinese, Continental",1500.0,Pubs and bars,Frazer Town
The Fisherman's Wharf,Yes,Yes,4.4,4108,Sarjapur Road,"Casual Dining, Bar","Sea Food, Caesar Salad, Jumbo Prawns, Cocktails, Mocktails, Goan Fish Curry, Curry Crab","Seafood, Goan, North Indian, Continental, Asian",1400.0,Buffet,HSR
Shift,Yes,Yes,4.2,1873,HSR,"Lounge, Casual Dining","Paneer Steak, Peri Peri Pizza, Lamb Chops, Chicken Biryani, Cocktails, Mocktails, Kiwi Delight","Finger Food, Continental, North Indian",1500.0,Buffet,HSR
Broadway - The Gourmet Theatre,Yes,Yes,4.2,1148,HSR,Casual Dining,"Sushi, Cocktails, Mocktails, Bamboo Chicken Biryani, Coconut Soup, Pasta, Sea Food","Japanese, North Indian, Italian, Korean, Mexican, Thai",1800.0,Buffet,HSR
Onesta,Yes,Yes,4.4,3764,HSR,"Casual Dining, Cafe","Banana Smoothie, Chocolate Pizza, Tiramisu, Barbeque Chicken Pizza, Fish, Pasta, Mushroom Ravioli","Pizza, Cafe, Italian",600.0,Buffet,HSR
Bonum cibum,Yes,No,4.5,188,HSR,Casual Dining,"Shawarma, Pasta, Falafel, Mocktails, Babaganush, Pizza, Chicken Shawarama","Lebanese, Turkish",1200.0,Buffet,HSR
Kitchen On Table,Yes,No,4.3,790,HSR,Casual Dining,"Sushi, Mocktails, Noodles, Salad, Fish, Miso Soup, Sashimi","BBQ, Chinese, Japanese, Asian",1000.0,Buffet,HSR
Purnabramha Maharashtrian Restaurant,Yes,No,3.7,829,HSR,Casual Dining,"Thali, Puran Poli, Misal Pav, Sabudana Vada, Buttermilk, Kanda Poha, Kanda Bhaji",Maharashtrian,850.0,Buffet,HSR
Empire Restaurant,Yes,No,3.9,3831,HSR,Casual Dining,"Mutton Varuval, Brain Fry, Chicken Grill, Ghee Rice, Jumbo Shawarma, Mutton Raan Biriyani, Butter Chicken","North Indian, Mughlai, South Indian, Chinese",750.0,Buffet,HSR
Howrah Bridge,Yes,No,3.3,292,HSR,Casual Dining,"Rasgulla, Egg Devils, Mutton Kosha, Luchi, Chicken Biryani, Aalo Bhaja, Mughlai Paratha","Bengali, Seafood",600.0,Buffet,HSR
Atithi,Yes,Yes,3.9,224,HSR,Casual Dining,"Vegetable Biryani, Jalebi, Paneer Curry, Tandoori Paneer, Paneer Tikka, Gulab Jamun, Paratha","North Indian, Chinese, Street Food",800.0,Buffet,HSR
Shri Madhuram,No,No,3.9,371,HSR,Casual Dining,"Vada, Coffee, Breakfast Buffet, Thali, Idli, Onion Rava Masala Dosa, Pongal","South Indian, North Indian",400.0,Buffet,HSR
Foxtrot - House of Subculture,No,Yes,4.4,366,Koramangala 3rd Block,"Cafe, Lounge","Cocktails, Fish, Momos, Mocktails, Seafood Risotto, Pizza, Chicken Lollipop","Cafe, American, Asian, North Indian",1000.0,Buffet,HSR
Barbeque Nation,No,Yes,4.7,3614,Koramangala 1st Block,Casual Dining,"Cocktails, Mutton Seekh, Tangdi Chicken, Mango Ice Cream, Biryani, Malai Kulfi, Fish","North Indian, European, Mediterranean, BBQ, Kebab",1600.0,Buffet,HSR
Opus Food Stories,No,Yes,4.6,174,Sarjapur Road,"Bar, Casual Dining","Cocktails, Sunday Brunch, Rasmalai, Lunch Buffet, Biryani, Ravioli, Sunday Brunches","Goan, Asian, North Indian, European, Continental",1500.0,Buffet,HSR
Little Italy,Yes,Yes,4.3,715,Sarjapur Road,Casual Dining,"Pasta, Pizza, Enchiladas, Mushroom Soup, Salads, Mocktails, Salad","Italian, Pizza",1500.0,Buffet,HSR
Melange - Hotel Ekaa,Yes,Yes,3.2,426,Electronic City,Casual Dining,"Anjal Masala Fry, Pasta, Veg Platter, Biryani, Jeera Rice, Murgh Ghee Roast, Sea Food","North Indian, Chinese, Continental, Mangalorean",900.0,Buffet,HSR
Spice It - Ibis Hotel,No,Yes,3.0,74,Bommanahalli,Casual Dining,Pasta,"Asian, Continental, European, Fast Food, North Indian, Mughlai, South Indian",1200.0,Buffet,HSR
The Hub - Ibis Hotel,No,No,3.7,51,Bommanahalli,Bar,Salads,"Finger Food, Fast Food",1500.0,Buffet,HSR
Equinox Bar - DoubleTree Suites By Hilton,No,Yes,3.9,52,Sarjapur Road,Lounge,Cocktails,"Continental, Thai, Vietnamese, American, Chinese, North Indian, Finger Food",1900.0,Buffet,HSR
Zee5 Loft,Yes,No,4.4,788,HSR,Cafe,"Pizza, Pasta, Lemonade, Brownie, Chocolate Shake, Peri Peri Fries, Chicken Wings","Cafe, Burger, Pizza, Sandwich",700.0,Cafes,HSR
Tea Villa Cafe,Yes,Yes,4.2,859,HSR,"Cafe, Casual Dining","Tea, Waffles, Pasta, Spaghetti, Sandwiches, Ratatouille, Nutella Waffle","Cafe, Tea, Continental, Mediterranean, Italian, Desserts, Beverages",800.0,Cafes,HSR
Onesta,Yes,Yes,4.4,3764,HSR,"Casual Dining, Cafe","Banana Smoothie, Chocolate Pizza, Tiramisu, Barbeque Chicken Pizza, Fish, Pasta, Mushroom Ravioli","Pizza, Cafe, Italian",600.0,Cafes,HSR
Here & Now,No,No,4.6,1580,HSR,Cafe,"Burgers, Waffles, Pancakes, Sunday Morning Breakfast, Sandwich, Pasta, Chocolate Milkshake","Cafe, American, Burger, Beverages",750.0,Cafes,HSR
Amour Fine Patisserie,Yes,Yes,4.0,82,HSR,"Cafe, Dessert Parlor","Macaroon, Coffee, Cappuccino, Pinacolada, Ferrero Rocher, Latte","Cafe, Desserts, Continental",500.0,Cafes,HSR
Sector 7 CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,4.3,1101,HSR,Cafe,"Pizza, Pancakes, Pasta, Burgers, Buffalo Wings, Peri Peri Chicken Steak, Latte","Cafe, Continental, Pizza, Salad",700.0,Cafes,HSR
Blk Plus Wht,No,No,4.3,112,HSR,"Casual Dining, Cafe","Noodles, Cocktails, Nasi Goreng, Apple Fritters, Nalli Nihari, Panna Cotta, Vanilla Ice Cream","Asian, Thai, North Indian",800.0,Cafes,HSR
Grapevine,Yes,Yes,4.1,733,HSR,Cafe,"Wine, Pizza, Brownie, Pasta, Souvlaki, Tiramisu, Mezze Platter","Cafe, Continental, Italian, Beverages, Mediterranean",1200.0,Cafes,HSR
Third Wave Coffee Roasters,Yes,No,4.2,140,HSR,Cafe,"Coffee, Latte, Waffles, Hot Chocolate, Cottage Cheese Sandwich, Pita Bread","Cafe, Continental",800.0,Cafes,HSR
La Estranger Cafe,Yes,No,3.8,47,HSR,Cafe,Biryani,"Cafe, Burger, Sandwich, Beverages",500.0,Cafes,HSR
Caffe Pascucci,Yes,Yes,4.1,720,HSR,Cafe,"Pizza, Coffee, Pasta, Sandwiches, Chicken Lasagne, Pepper Chicken, Bruschettas","Cafe, Continental, Pizza, Italian, Beverages",950.0,Cafes,HSR
Smally's Resto Cafe,Yes,No,4.0,128,HSR,Cafe,"Burgers, Peri Peri Chicken Burger, Pasta, Chicken Salad, Hot Chocolate, Coffee, Nutella Shake","Cafe, Italian, Burger, American, Steak",650.0,Cafes,HSR
Soup'ermanz Kitchen,Yes,No,4.1,439,HSR,Cafe,"Crispy Chicken, Pasta, Burgers, Pizza, Chicken Burger, Clear Soup, Brownie","Cafe, Continental, Burger",750.0,Cafes,HSR
Tea Addict,Yes,No,4.0,77,HSR,Cafe,"Burgers, Ginger Tea, Sandwich, Protein Shake, Chai, Sandwiches, Fries","Cafe, Beverages",300.0,Cafes,HSR
Grilliez,Yes,No,4.1,564,HSR,Cafe,"Burgers, Pita Bread, Fries, Charcoal Chicken, Falafel Wrap, Barbeque Chicken, Saffron Rice","Cafe, Arabian, Continental, Turkish, Fast Food, Burger, Beverages",600.0,Cafes,HSR
Sunny Cafe & Kitchen,Yes,Yes,3.8,499,HSR,"Cafe, Casual Dining","Latte, Sandwich, Pizza, Falafel, Pasta, Choco Brownie Shake, Waffles","Cafe, Continental, Beverages, Desserts",700.0,Cafes,HSR
The Grub Central,Yes,Yes,4.0,803,HSR,Cafe,"Barbeque Chicken Pizza, Paneer Pizza, Burgers, Crispy Chicken, Aglio Olio Pasta, Chicken Wings, Calzone","Cafe, Italian, Continental",700.0,Cafes,HSR
The Chocolate Room,Yes,No,3.9,205,HSR,"Cafe, Bakery","Waffles, Hot Chocolate, Coffee, Pancakes, Brownie, Pizza, Sandwiches","Cafe, Bakery, Fast Food, Desserts",600.0,Cafes,HSR
House Stark Cafe,Yes,No,3.9,44,HSR,Cafe,Fries,"Cafe, Desserts, Fast Food, Burger",300.0,Cafes,HSR
Cafe Mondo,Yes,No,3.6,484,HSR,"Cafe, Casual Dining","Coffee, Pasta, Sandwiches, Pizza, Nachos, Blueberry Cheesecake, Burgers","Cafe, Italian, Pizza, Chinese",700.0,Cafes,HSR
JFD Cafe,Yes,No,2.8,37,HSR,Cafe,Biryani,Cafe,400.0,Cafes,HSR
Chef Baker's,Yes,No,3.8,204,HSR,"Bakery, Cafe","Burgers, Pizza, Peri Peri Chicken Burger, Sandwiches, Pasta, Sandwich, Potato Wedges","Continental, Cafe, Desserts, Italian, Bakery",600.0,Cafes,HSR
Keep It Straight Cafe,Yes,Yes,3.9,202,HSR,Cafe,"Coffee, Tea, Pasta Alfredo, Chai, Burgers, White Sauce Pasta, French Fries","Cafe, North Indian, Fast Food",500.0,Cafes,HSR
Canopy Flavours,No,No,2.6,49,HSR,Cafe,"Sandwich, Burgers","Cafe, Fast Food",450.0,Cafes,HSR
Burger Garden,Yes,No,3.4,7,South Bangalore,Delivery,Biryani,"Fast Food, Burger, Desserts, Cafe",300.0,Cafes,HSR
The Open Cafe,Yes,No,3.7,15,HSR,Cafe,Biryani,"Cafe, Chinese, Continental",500.0,Cafes,HSR
Cafe Coffee Day,No,No,3.8,36,HSR,Cafe,Biryani,Cafe,650.0,Cafes,HSR
That Garage Cafe,Yes,No,3.1,101,HSR,Cafe,"Coffee, Mutton Steak, Veg Burger, Plum Cake, Ginger Tea","Cafe, Italian, Continental, European, Biryani, Chinese",650.0,Cafes,HSR
Brimstone Cafe,Yes,Yes,4.0,390,HSR,"Cafe, Casual Dining","Pasta, Pizza, Sandwiches, Chilli Cheese Garlic Bread, Hazelnut Latte, Tea, Cappuccino","Cafe, Continental, Salad, Italian",1300.0,Cafes,HSR
The Wicked Cup,No,No,3.9,56,HSR,Cafe,"Waffles, Hot Chocolate, Fries","Cafe, Sandwich, Fast Food, Beverages, Desserts",350.0,Cafes,HSR
Gold Bean,No,No,2.5,113,HSR,Cafe,"Burgers, Tea, Hot Coffee, Hot Chocolate, Cappuccino, Fries, Veg Burger",Cafe,550.0,Cafes,HSR
Foodiesthan,Yes,No,3.7,59,HSR,Cafe,"Masala Chai, Garlic Bread, Oreo Shake","Cafe, Fast Food, North Indian",600.0,Cafes,HSR
5th Main Cafe,No,No,3.5,15,HSR,Cafe,Biryani,"Cafe, Fast Food",250.0,Cafes,HSR
Kairos,No,No,3.8,63,HSR,Cafe,"Coffee, Pasta","Cafe, Italian, European",1000.0,Cafes,HSR
Chaai Resto,Yes,No,3.9,92,HSR,"Beverage Shop, Quick Bites","Burgers, Chai, Paratha, Sandwich, Ginger Tea, Chaat, Oreo Shake","Tea, Beverages, Fast Food",250.0,Cafes,HSR
Big Mama,No,No,3.3,6,HSR,Cafe,Biryani,"Cafe, Continental, Italian",600.0,Cafes,HSR
UBCR Cafe & Resto,No,No,3.6,17,HSR,Cafe,Biryani,"Cafe, Burger, Continental, Chinese",500.0,Cafes,HSR
Talk Over Table Cafe,No,No,3.7,85,HSR,Cafe,"Coffee, Burgers, Salad, Omelette, Hot Chocolate, Tea, Pancakes","Cafe, Italian, Beverages",500.0,Cafes,HSR
Bistro Claytopia,Yes,Yes,4.1,1847,Koramangala 1st Block,Cafe,"Burgers, Coffee, Cappuccino, Barbeque Burger, Sandwiches, Spinach Pasta, Sandwich","Cafe, American, Italian, Burger",600.0,Cafes,HSR
Mimansa @ Foxtrot,Yes,Yes,4.4,190,Koramangala 3rd Block,Cafe,"Pizza, Healthy Breakfast, Salads, Frittata, Salad, Carrot Halwa, Potato Fries",Cafe,1000.0,Cafes,HSR
Imperio Cafe,No,No,3.9,22,Whitefield,Quick Bites,Biryani,"Cafe, Fast Food, Pizza, Burger, Beverages",200.0,Cafes,HSR
Mid-Night Crunch,Yes,No,3.7,455,HSR,"Takeaway, Delivery",Rolls,"North Indian, Chinese",400.0,Delivery,HSR
Midnight Mania,Yes,No,4.1,723,Koramangala 6th Block,Delivery,"Paneer Tikka Pizza, Veggie Pizza, Chocolate Tart, Peri Peri Chicken Pizza, Pasta, Kit Kat Shake, Burgers","Pizza, Italian, Beverages",700.0,Delivery,HSR
